symbol,side,entry,exit,qty,cash_return,remaining_pnl,total_pnl,total_pct,r,reason,phase,entry_time,cost,trade_type,big_trend,close_time,regime
BTC/USDT,long,105158.62,104276.9110733022,0.03993966448019193,4163.1048412985,-36.89515870150027,-36.89515870150027,-0.8781049175924932,-0.9999999999999966,止损,1,2025-01-19 16:15:00,4201.68,trend,bullish,2025-01-19 21:15:00,range_bound
BTC/USDT,long,104402.39,103053.25919558427,0.04007378023956511,4128.060142601447,-55.738290743921965,-55.738290743921965,-1.3317086190893406,-1.0000000000000018,止损,1,2025-01-19 21:30:00,4185.471952718708,trend,bullish,2025-01-19 22:00:00,range_bound
BTC/USDT,long,101159.67256882257,100148.07584313434,0.006167999610120529,617.4637116263881,-6.489109338029965,-6.489109338029965,-1.0395841663334693,-0.38446288397131745,止损,1,2025-01-19 23:30:00,624.2024020928038,grid,bullish,2025-01-20 00:30:00,range_bound
BTC/USDT,long,101665.18266058601,107505.9424235075,0.004293208225304612,461.3708083623562,24.901009936832533,39.403745643884506,6.316953295016685,2.9810389027147397,止损,1,2025-01-20 02:15:00,623.7776947784198,grid,bullish,2025-01-20 07:45:00,range_bound
BTC/USDT,long,101917.93770646772,101917.93770646772,0.006142147502344227,625.7446085252441,-0.2503980026111421,-0.2503980026111421,-0.03998400639744102,0.0,网格止盈,1,2025-01-21 00:15:00,626.2454045304664,grid,bullish,2025-01-21 00:15:00,range_bound
BTC/USDT,long,101412.42761470428,101412.42761470428,0.006172453131264602,625.7130709969745,-0.25038538255181053,-0.25038538255181053,-0.03998400639744103,0.0,网格止盈,1,2025-01-21 01:45:00,626.2138417620781,grid,bullish,2025-01-21 01:45:00,range_bound
BTC/USDT,long,101665.18266058601,101665.182660586,0.006156797159466363,625.6815350581962,-0.25037276312861956,-0.25037276312861956,-0.03998400639745533,-1.1396634210463203e-14,网格止盈,1,2025-01-21 05:30:00,626.1822805844535,grid,bullish,2025-01-21 05:30:00,range_bound
BTC/USDT,long,101412.42761470428,104317.9344940825,0.004320281674567593,450.50760862248836,12.377356025268876,17.03814517012007,2.7210932765479914,2.3623658733368096,止损,1,2025-01-21 05:45:00,626.1507209975119,grid,bullish,2025-01-21 14:30:00,range_bound
BTC/USDT,long,101159.67256882257,100148.07584313434,0.00619770680735698,620.4376282001729,-6.520363109621884,-6.520363109621884,-1.0395841663334693,-0.9350900899600425,止损,1,2025-01-27 02:30:00,627.2087745063187,grid,bullish,2025-01-27 05:30:00,range_bound
BTC/USDT,short,98761.12,99777.87857706654,0.04229271661375162,4132.203827827993,-44.67223278872347,-44.67223278872347,-1.0690853736683321,-0.9999999999999977,止损,1,2025-01-27 11:45:00,4178.546811040964,trend,bullish,2025-01-27 12:45:00,range_bound
BTC/USDT,long,100906.91752294086,99897.84834771145,0.006180069874875668,617.1262384181296,-6.485562731960936,-6.485562731960936,-1.0395841663334657,-0.6684741452340295,止损,1,2025-01-27 13:15:00,623.8612458705505,grid,bullish,2025-01-27 16:30:00,range_bound
BTC/USDT,short,101150.46,99725.57528816847,0.028751310801513684,2948.0123330570004,39.80401988092319,60.646664279717214,1.4591695693617588,2.0602121399718025,止损,1,2025-02-02 00:15:00,4156.245137859069,trend,neutral,2025-02-02 04:30:00,range_bound
BTC/USDT,short,99538.6,100412.06842750967,0.041987298731743984,4141.010610967562,-38.34632257201084,-38.34632257201084,-0.9171504321234718,-0.9999999999999962,止损,1,2025-02-02 04:45:00,4181.028676312988,trend,neutral,2025-02-02 06:15:00,range_bound
BTC/USDT,short,99753.74,98716.627266801,0.029209777420537264,2942.9128605459864,29.128318279841356,48.617563786225226,1.167508670666158,1.4441054098856456,止损,1,2025-02-02 08:15:00,4164.2143658329305,trend,neutral,2025-02-02 13:15:00,range_bound
BTC/USDT,short,98704.23,97617.88390039519,0.02966021405785948,2958.638812635308,31.050222419112885,51.97018546224428,1.2421343665398552,1.4206448599452846,止损,1,2025-02-02 13:30:00,4183.942322360402,trend,neutral,2025-02-02 19:30:00,range_bound
BTC/USDT,short,98171.56,96600.50828009291,0.029971775836697905,2988.2862494399087,45.9102595809704,79.72216546311826,1.895855687220988,1.3005850379325392,止损,1,2025-02-02 20:15:00,4205.075628935545,trend,neutral,2025-02-03 00:45:00,trending_down
BTC/USDT,short,95782.0,95782.0,0.030959052716990662,2964.133859343864,-1.18612799493552,58.688952399388334,1.3848704530632674,0.0,止损,1,2025-02-03 01:00:00,4237.865879048193,trend,neutral,2025-02-03 09:00:00,range_bound
BTC/USDT,short,92153.93,89794.95042445738,0.032359730785071754,3057.219479032154,75.14311344580737,103.81002240884747,2.435818255368859,2.5240870977395637,止损,1,2025-02-25 03:45:00,4261.813137332259,trend,bearish,2025-02-25 08:00:00,range_bound
BTC/USDT,short,88333.37,85698.14170025663,0.034099180449530336,3100.7498104544493,88.65428710931997,107.16000955117222,2.4893637435839358,4.999999999999991,止盈,1,2025-02-26 12:15:00,4304.7148022206675,trend,bearish,2025-02-26 14:15:00,range_bound
BTC/USDT,short,86716.99,88004.03020018639,0.05013178969732052,4281.01736605456,-66.26053981008695,-66.26053981008695,-1.5235751572784892,-0.9999999999999952,止损,1,2025-02-26 14:30:00,4349.016817026993,trend,bearish,2025-02-26 15:00:00,range_bound
BTC/USDT,short,86806.0,84213.28228183318,0.034825964743443516,3112.187350283729,89.08465476437136,139.1337093954766,3.2203555261037033,1.8471171170583411,止损,1,2025-02-26 16:45:00,4320.445623710807,trend,bearish,2025-02-26 20:45:00,trending_down
BTC/USDT,short,83755.29,85613.97958403063,0.05225256517833561,4277.556879619644,-98.87187013575662,-98.87187013575662,-2.2582873583032748,-0.9999999999999966,止损,1,2025-02-26 21:30:00,4378.179321255303,trend,bearish,2025-02-27 05:00:00,range_bound
BTC/USDT,short,84918.01,82574.97822048859,0.035727605097998605,3116.4144742875455,82.49734729964942,140.2695400282221,3.235072486963355,1.923822578739255,止损,1,2025-02-27 16:15:00,4335.90099119813,trend,bearish,2025-02-28 02:00:00,trending_down
BTC/USDT,short,81959.76,79777.91396255184,0.03751410050101245,3155.266806535954,80.62013285709416,137.7809481229032,3.1355830662161974,1.2676268533960608,止损,1,2025-02-28 02:15:00,4394.109331926187,trend,bearish,2025-02-28 09:15:00,range_bound
BTC/USDT,short,83156.01,81131.55197360611,0.03745535327856418,3189.2186672693083,74.58093548349342,110.25310781804475,2.476895343511434,1.963302530528548,止损,1,2025-03-09 20:15:00,4451.262266969327,trend,bearish,2025-03-10 00:00:00,range_bound
BTC/USDT,short,80566.01,81791.30403069634,0.0557932714578727,4424.880087230851,-70.16117897683513,-70.16117897683513,-1.5602331897102573,-0.9999999999999976,止损,1,2025-03-10 00:15:00,4496.839282714169,trend,bearish,2025-03-10 01:00:00,range_bound
BTC/USDT,short,79573.36,79573.36,0.03927662326780325,3124.1227337201353,-1.2501491531493139,48.16316441833612,1.0782948487072441,0.0,止损,1,2025-03-10 21:15:00,4466.604331466335,trend,bearish,2025-03-11 02:15:00,range_bound
BTC/USDT,short,79139.18,80451.01150349551,0.0566634231447496,4408.170261353857,-76.12658231464687,-76.12658231464687,-1.6969470690716242,-1.0000000000000029,止损,1,2025-03-11 02:30:00,4486.0905624059715,trend,bearish,2025-03-11 05:45:00,range_bound
BTC/USDT,long,84226.27,83828.0096712946,0.05285251640879522,4428.740628541851,-22.829688684765404,-22.829688684765404,-0.5126406825984647,-1.0000000000000142,止损,1,2025-03-15 00:15:00,4453.350945353507,trend,bearish,2025-03-15 07:30:00,range_bound
BTC/USDT,long,83827.32,84252.12998857161,0.03708652249548244,3123.374968597905,14.511179681900153,24.665825656548368,0.5551601955480274,1.315146852136952,止损,1,2025-03-15 07:45:00,4443.010477759388,trend,bearish,2025-03-15 18:30:00,range_bound
BTC/USDT,long,85550.71,86635.59577233261,0.0364180876177707,3153.856480353557,38.26322781106473,67.43005354482,1.5143878160932784,1.2803847740424668,止损,1,2025-03-19 21:00:00,4452.627842633585,trend,bearish,2025-03-20 00:30:00,range_bound
BTC/USDT,long,87403.59,88050.73846692624,0.03586688222552692,3156.8515087564683,21.957240138226553,42.35338178789691,0.9453433036952683,1.3009176225361443,止损,1,2025-03-24 08:15:00,4480.211751893842,trend,neutral,2025-03-24 16:15:00,trending_up
BTC/USDT,long,88057.53,87322.46113521495,0.051051357328178455,4456.131983618047,-39.32444584874667,-39.32444584874667,-0.8744100399270281,-1.0000000000000082,止损,1,2025-03-24 16:45:00,4497.254612038581,trend,neutral,2025-03-24 22:45:00,range_bound
BTC/USDT,long,87292.04,86739.01938981476,0.0513011830807273,4448.02303998943,-30.161885540740496,-30.161885540740496,-0.673259950445813,-0.9999999999999906,止损,1,2025-03-24 23:00:00,4479.976199500383,trend,neutral,2025-03-25 03:15:00,range_bound
BTC/USDT,long,87826.0,87163.10328728563,0.05083647893033464,4429.279357927264,-35.48524060830638,-35.48524060830638,-0.7944663465362946,-1.0000000000000044,止损,1,2025-03-25 16:15:00,4466.5505043749845,trend,bullish,2025-03-25 22:30:00,range_bound
BTC/USDT,long,87464.72,86860.74127721625,0.05086748939489577,4416.608191464772,-32.50252556275618,-32.50252556275618,-0.7302477240342143,-0.9999999999999946,止损,1,2025-03-25 22:45:00,4450.890361314339,trend,bullish,2025-03-26 13:45:00,range_bound
BTC/USDT,short,83800.0,82259.85208794636,0.03704413536973146,3160.1102723094273,55.81172832593085,70.82460506722182,1.5964121969798537,4.999999999999985,止盈,1,2025-03-29 08:15:00,4436.486090572986,trend,neutral,2025-03-29 11:30:00,trending_down
BTC/USDT,short,82293.56,82948.56824622747,0.05424134656671052,4426.399493477442,-37.31401469094498,-37.31401469094498,-0.8356068323979174,-0.9999999999999901,止损,1,2025-03-29 11:45:00,4465.498993571654,trend,neutral,2025-03-30 01:00:00,range_bound
BTC/USDT,short,81989.68,82612.5991279281,0.05424209142088148,4411.724365156674,-35.5673529721437,-35.5673529721437,-0.7994333174621334,-1.0000000000000007,止损,1,2025-03-31 00:15:00,4449.070634816069,trend,bearish,2025-03-31 12:45:00,range_bound
BTC/USDT,short,82656.11,83336.88474690157,0.05361498726315418,4393.333912973718,-38.272371898153644,-38.272371898153644,-0.8632777058991724,-0.999999999999992,止损,1,2025-03-31 13:00:00,4433.37892738582,trend,bearish,2025-03-31 14:00:00,range_bound
BTC/USDT,long,84573.98,87062.85293371118,0.03654021207436557,3180.0589695310373,89.70780435788593,113.64504267560515,2.573161357203704,4.99999999999999,止盈,1,2025-04-02 12:15:00,4416.553293770316,trend,neutral,2025-04-02 15:30:00,trending_up
BTC/USDT,short,82566.26,82566.26,0.037827117623155396,3121.994331272541,-1.2492974514896122,18.506565829167222,0.41461435140049735,0.0,止损,1,2025-04-03 12:15:00,4463.561323107886,trend,neutral,2025-04-03 21:00:00,range_bound
BTC/USDT,short,82542.01,83143.07673131004,0.054139701609401764,4434.470698243136,-34.329093397120246,-34.329093397120246,-0.7678877741270397,-0.9999999999999938,止损,1,2025-04-03 21:15:00,4470.587311556913,trend,neutral,2025-04-03 23:45:00,range_bound
BTC/USDT,short,82339.43,81447.5525712148,0.03786207373349475,3150.0628821759005,32.52131234197136,52.383229853195715,1.175721273843561,2.029684588038232,止损,1,2025-04-06 16:15:00,4455.41226637409,trend,bearish,2025-04-06 17:45:00,trending_down
BTC/USDT,short,80312.34,78061.34495509026,0.039002953872680546,3218.9609809343133,86.54248850727616,115.64050401752087,2.583179310597251,2.6714661703082654,止损,1,2025-04-06 18:00:00,4476.673514034297,trend,bearish,2025-04-06 23:30:00,trending_down
BTC/USDT,short,78099.9,75625.48493306042,0.04053642263692349,3264.9281330123736,99.03757871091335,140.1847701135349,3.098341567903704,2.2757429136907312,止损,1,2025-04-07 03:00:00,4524.509872175972,trend,bearish,2025-04-07 08:00:00,range_bound
BTC/USDT,long,82246.34,84579.0658794367,0.03898742493710623,3296.237353022261,89.6643459205431,122.0923281627696,2.6642292984354423,2.4650354386718645,止损,1,2025-04-11 16:15:00,4582.650909006512,trend,bearish,2025-04-12 16:45:00,range_bound
BTC/USDT,long,84428.03,85316.45640704743,0.03839873377735308,3274.7471246224372,32.81767730605807,56.56782275529122,1.220928583259589,1.2849831997567678,止损,1,2025-04-12 17:00:00,4633.180312993294,trend,bearish,2025-04-13 01:45:00,trending_up
BTC/USDT,long,84826.37,84114.0733195858,0.05486864761948918,4613.363725530482,-40.94447883992629,-40.94447883992629,-0.8793596341225519,-0.9999999999999942,止损,1,2025-04-13 02:15:00,4656.169927652156,trend,neutral,2025-04-13 13:15:00,range_bound
BTC/USDT,long,83757.96,83757.96,0.038747728808527726,3244.1325473476586,-1.2981722878542052,18.60858657517807,0.40120413610845157,0.0,止损,1,2025-04-13 13:30:00,4638.184131319096,trend,neutral,2025-04-13 19:30:00,range_bound
BTC/USDT,long,85168.57,85168.57,0.03816380164334938,3249.0562691630253,-1.3001425646910867,19.86085519849322,0.4275543375143011,0.0,止损,1,2025-04-15 04:15:00,4645.223648989154,trend,bullish,2025-04-15 14:15:00,range_bound
BTC/USDT,long,85232.33,84288.31337039854,0.05456764793491764,4597.554637913473,-53.373138199245375,-53.373138199245375,-1.147121607741781,-0.999999999999996,止损,1,2025-04-15 14:30:00,4652.788147223164,trend,bullish,2025-04-15 18:15:00,range_bound
BTC/USDT,short,83388.1,83820.26706844261,0.05549628426841059,4601.894943840032,-25.834758362617595,-25.834758362617595,-0.5580366670700221,-1.0000000000000115,止损,1,2025-04-16 07:15:00,4629.58079408353,trend,bullish,2025-04-16 08:30:00,range_bound
BTC/USDT,short,83736.79,84320.66709761512,0.05512632673285398,4582.068204787378,-34.03344031300218,-34.03344031300218,-0.7369818733553987,-0.9999999999999887,止损,1,2025-04-16 08:45:00,4617.94808575842,trend,bullish,2025-04-16 14:15:00,range_bound
BTC/USDT,long,87320.98,86837.63228944434,0.0526910267737781,4573.723595096572,-27.308499995969232,-27.308499995969232,-0.5932925569612824,-0.9999999999999925,止损,1,2025-04-21 12:15:00,4602.872507930579,trend,bullish,2025-04-21 13:00:00,trending_up
BTC/USDT,long,88367.33,87450.34875602584,0.051928575319660095,4539.33650628715,-49.45304541510896,-49.45304541510896,-1.0772616950352119,-0.9999999999999964,止损,1,2025-04-21 14:15:00,4590.625067522939,trend,bullish,2025-04-21 16:45:00,range_bound
