symbol,side,entry,exit,qty,cash_return,remaining_pnl,total_pnl,total_pct,r,reason,phase,entry_time,cost,trade_type,big_trend,close_time,regime
TAO/USDT,long,458.0509303927687,453.470421088841,1.3753929054565803,623.448,-6.551999999999976,-6.551999999999976,-1.0395841663334628,-0.42378678801850395,止损,1,2025-01-19 18:45:00,630.252,grid,bearish,2025-01-19 19:30:00,range_bound
TAO/USDT,long,443.68661737984604,439.24975120604756,1.4189550086452472,623.0238059807999,-6.547542019200024,-6.547542019200024,-1.0395841663334704,-0.34268603426590283,止损,1,2025-01-19 21:15:00,629.8231765392,grid,bearish,2025-01-19 21:30:00,range_bound
TAO/USDT,long,440.09553912661534,440.09553912661534,1.0006920139030804,440.2239313218312,-0.17616003654334983,12.702069710756973,2.018140734862234,0.0,止损,1,2025-01-20 06:45:00,629.3946448498828,grid,bearish,2025-01-20 12:00:00,range_bound
TAO/USDT,short,375.9,384.0302017805246,11.171896136265135,4107.006181460116,-92.50957616194752,-92.50957616194752,-2.201982144233182,-1.0,止损,1,2025-01-24 00:15:00,4201.195563925113,trend,bearish,2025-01-24 05:45:00,range_bound
TAO/USDT,long,447.2776956330767,447.2776956330767,1.3950917710412873,623.7438351749956,-0.24959737301920595,-0.24959737301920595,-0.03998400639744103,0.0,网格止盈,1,2025-01-26 15:00:00,624.2430299210341,grid,bearish,2025-01-26 15:00:00,range_bound
TAO/USDT,long,443.68661737984604,443.686617379846,1.406312380940785,623.7123984857027,-0.2495847933116857,-0.2495847933116857,-0.039984006397453836,-5.010893312302511e-15,网格止盈,1,2025-01-26 21:00:00,624.2115680723259,grid,bearish,2025-01-26 21:00:00,range_bound
TAO/USDT,long,461.64200864599934,461.64200864599934,1.351546271590516,623.6809633808191,-0.24957221423802287,-0.24957221423802287,-0.03998400639744103,0.0,网格止盈,1,2025-01-27 15:45:00,624.1801078092951,grid,bearish,2025-01-27 15:45:00,range_bound
TAO/USDT,long,450.86877388630734,450.86877388630734,1.3837709010502193,623.6495298602647,-0.24955963579842524,-0.24955963579842524,-0.03998400639744103,0.0,网格止盈,1,2025-01-28 04:30:00,624.1486491318615,grid,neutral,2025-01-28 04:30:00,range_bound
TAO/USDT,long,440.09553912661534,435.69458373534917,1.417573207445,617.3794214741403,-6.488223507812325,-6.488223507812325,-1.0395841663334695,-0.4236824369350696,止损,1,2025-01-28 06:30:00,624.1171920399454,grid,neutral,2025-01-28 07:45:00,range_bound
TAO/USDT,long,441.4,457.06013934668687,6.5913036672015535,3011.458412031989,102.05697332922352,158.33759181576792,3.8080684225360213,1.6222832278740495,止损,1,2025-01-28 12:15:00,4157.95028468321,trend,neutral,2025-01-28 18:45:00,trending_up
TAO/USDT,long,450.3,486.62388426585716,6.563322032544745,3192.687075600102,237.22316434520363,328.696783587937,7.782052399138058,2.5758902308003986,止损,1,2025-01-28 19:00:00,4223.780138313429,trend,neutral,2025-01-29 09:45:00,range_bound
TAO/USDT,long,489.3,472.038313500098,8.909533291561303,4203.89729516575,-155.53734439519553,-155.53734439519553,-3.5664063620213056,-0.999999999999999,止损,1,2025-01-29 10:00:00,4361.17841341677,trend,neutral,2025-01-29 12:45:00,range_bound
