symbol,side,entry,exit,qty,cash_return,remaining_pnl,total_pnl,total_pct,r,reason,phase,entry_time,cost,trade_type,big_trend,close_time,regime
DOT/USDT,long,6.873290887940299,6.804557979060896,91.65914992851269,623.448,-6.551999999999968,-6.551999999999968,-1.0395841663334615,-0.4337298768214704,止损,1,2025-01-19 15:00:00,630.252,grid,neutral,2025-01-19 15:15:00,range_bound
DOT/USDT,long,6.826774532764179,6.758506787436537,92.22090827497783,623.0238059807999,-6.54754201920001,-6.54754201920001,-1.0395841663334684,-0.4374476608110071,止损,1,2025-01-19 15:30:00,629.8231765392,grid,neutral,2025-01-19 16:00:00,range_bound
DOT/USDT,long,6.78025817758806,6.712455595812179,92.79041758829098,622.5999005832107,-6.543087071610107,-6.543087071610107,-1.039584166333462,-0.5350240572947856,止损,1,2025-01-19 17:00:00,629.3946448498828,grid,neutral,2025-01-19 21:00:00,trending_down
DOT/USDT,short,5.786,5.786,507.08658040812804,2932.8293530597325,-1.1736011816965717,37.22421169459974,0.8877472170481931,0.0,止损,1,2025-01-28 20:15:00,4193.10936489018,trend,bearish,2025-01-29 02:00:00,range_bound
DOT/USDT,short,5.758,5.838002176836688,730.5249739451517,4146.236666707016,-60.1261332691673,-60.1261332691673,-1.4288375798810011,-0.9999999999999982,止损,1,2025-01-29 02:15:00,4208.045345096174,trend,bearish,2025-01-29 06:30:00,range_bound
DOT/USDT,short,5.701,5.6102043578130285,513.292792235909,2971.716444354505,45.43423581758813,79.46985960228369,1.900249364048098,1.412667541477412,止损,1,2025-01-29 12:15:00,4182.075316314759,trend,bearish,2025-01-29 19:30:00,range_bound
DOT/USDT,short,5.753,5.92336280306774,732.3271664098118,4086.6316482480743,-126.44654010757323,-126.44654010757323,-3.0000863042187986,-0.9999999999999982,止损,1,2025-01-29 19:45:00,4214.76341963099,trend,bearish,2025-01-30 03:00:00,range_bound
DOT/USDT,long,6.157,6.330773705180256,472.8738007247647,2992.4924299005634,81.0084388381875,117.79880415401543,2.831071463345462,1.9386800839560043,止损,1,2025-01-31 08:15:00,4160.926549512573,trend,bearish,2025-01-31 13:45:00,trending_up
DOT/USDT,long,6.345,6.257231127694695,663.2056085045949,4148.147561762268,-59.89202419938652,-59.89202419938652,-1.422707076433492,-1.0,止损,1,2025-01-31 14:00:00,4209.72280179604,trend,bearish,2025-01-31 18:30:00,range_bound
DOT/USDT,long,6.386,6.308668267766606,654.8978993340855,4129.860724961895,-52.31726018557468,-52.31726018557468,-1.2504571023672266,-0.9999999999999977,止损,1,2025-02-01 04:15:00,4183.850856341529,trend,bearish,2025-02-01 09:45:00,range_bound
